127.0.0.1, 2011-09-20 12:06:04, GET, /sonospy/default/index, HTTP/1.1, 200, 0.193628
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery.js, HTTP/1.1, 304, 0.004074
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery-ui.css, HTTP/1.1, 304, 0.003601
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery.contextmenu.css, HTTP/1.1, 304, 0.001801
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery.contextmenu.js, HTTP/1.1, 304, 0.001410
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery-ui.sonos.css, HTTP/1.1, 304, 0.000791
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/photogallery.js, HTTP/1.1, 304, 0.001120
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/base.css, HTTP/1.1, 304, 0.000897
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/jquery.sizes.js, HTTP/1.1, 304, 0.002030
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/sonoslayoutpc.css, HTTP/1.1, 304, 0.001820
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/sonos.css, HTTP/1.1, 304, 0.003488
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/ContentFlow/mycontentflow.css, HTTP/1.1, 304, 0.003197
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/ContentFlow/ContentFlowAddOn_sonos.js, HTTP/1.1, 304, 0.000875
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/ContentFlow/contentflow.css, HTTP/1.1, 304, 0.002437
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/pw.png, HTTP/1.1, 304, 0.001226
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/background.gif, HTTP/1.1, 304, 0.004774
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/tjmute.png, HTTP/1.1, 304, 0.001032
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/tjstop.png, HTTP/1.1, 304, 0.002007
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/art/blank.gif, HTTP/1.1, 304, 0.004422
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/tjplay.png, HTTP/1.1, 304, 0.002326
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/tjprevious.png, HTTP/1.1, 304, 0.002234
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/images/ui-bg_highlight-soft_100_deedf7_1x100.png, HTTP/1.1, 304, 0.001226
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/tjnext.png, HTTP/1.1, 304, 0.001661
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/images/ui-bg_glass_80_d7ebf9_1x400.png, HTTP/1.1, 304, 0.000682
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/images/ui-icons_72a7cf_256x240.png, HTTP/1.1, 304, 0.000630
127.0.0.1, 2011-09-20 12:07:49, GET, /sonospy/static/images/ui-bg_highlight-hard_100_f2f5f7_1x100.png, HTTP/1.1, 304, 0.001069
127.0.0.1, 2011-09-20 12:07:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000349
192.168.1.70, 2011-09-20 12:08:13, GET, /, HTTP/1.1, 303, 0.000484
192.168.1.70, 2011-09-20 12:08:13, GET, /welcome/default/index, HTTP/1.1, 400, 0.000376
192.168.1.70, 2011-09-20 12:08:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000387
127.0.0.1, 2011-09-20 12:08:19, GET, /sonospy/default/index, HTTP/1.1, 200, 0.054907
127.0.0.1, 2011-09-20 12:08:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000395
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/default/index, HTTP/1.1, 200, 0.055156
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/ContentFlow/contentflow_src.js, HTTP/1.1, 200, 0.000568
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/calendar.css, HTTP/1.1, 200, 0.002003
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/calendar.js, HTTP/1.1, 200, 0.001766
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/jquery.js, HTTP/1.1, 200, 0.001371
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/jquery.contextmenu.css, HTTP/1.1, 200, 0.002597
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/jquery-ui.sonos.css, HTTP/1.1, 200, 0.001050
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/jquery.sizes.js, HTTP/1.1, 200, 0.001922
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/jquery.contextmenu.js, HTTP/1.1, 200, 0.003038
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/photogallery.js, HTTP/1.1, 200, 0.000429
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/base.css, HTTP/1.1, 200, 0.000408
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/sonos.css, HTTP/1.1, 200, 0.001159
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/ContentFlow/contentflow.css, HTTP/1.1, 200, 0.001117
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/sonoslayoutpc.css, HTTP/1.1, 200, 0.001584
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/ContentFlow/mycontentflow.css, HTTP/1.1, 200, 0.001738
192.168.1.70, 2011-09-20 12:08:25, GET, /sonospy/static/ContentFlow/ContentFlowAddOn_sonos.js, HTTP/1.1, 200, 0.000944
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/jquery-ui.css, HTTP/1.1, 200, 0.000923
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/jquery-ui.js, HTTP/1.1, 200, 0.000621
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/tjplay.png, HTTP/1.1, 200, 0.001613
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/art/blank.gif, HTTP/1.1, 200, 0.002966
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/tjmute.png, HTTP/1.1, 200, 0.004712
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/tjstop.png, HTTP/1.1, 200, 0.003098
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/pw.png, HTTP/1.1, 200, 0.001921
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/background.gif, HTTP/1.1, 200, 0.006016
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/tjprevious.png, HTTP/1.1, 200, 0.000430
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/tjnext.png, HTTP/1.1, 200, 0.000452
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/images/ui-icons_72a7cf_256x240.png, HTTP/1.1, 200, 0.002218
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/images/ui-bg_highlight-hard_100_f2f5f7_1x100.png, HTTP/1.1, 200, 0.001972
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/images/ui-bg_highlight-soft_100_deedf7_1x100.png, HTTP/1.1, 200, 0.002011
192.168.1.70, 2011-09-20 12:08:29, GET, /sonospy/static/images/ui-bg_glass_80_d7ebf9_1x400.png, HTTP/1.1, 200, 0.001377
192.168.1.70, 2011-09-20 12:08:29, GET, /favicon.ico, HTTP/1.1, 400, 0.000373
192.168.1.70, 2011-09-20 12:09:04, GET, /sonospy/static/images/ui-bg_glass_100_e4f1fb_1x400.png, HTTP/1.1, 200, 0.000545
192.168.1.70, 2011-09-20 12:09:04, GET, /sonospy/static/tjpreviouso.png, HTTP/1.1, 200, 0.000497
192.168.1.70, 2011-09-20 12:10:37, GET, /sonospy/default/user/login, HTTP/1.1, 500, 0.037400
192.168.1.70, 2011-09-20 12:10:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000407
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/default/ticket/sonospy/192.168.1.70.2011-09-20.12-10-37.e3508915-f535-47a7-a03a-817939cbf200, HTTP/1.1, 303, 0.007868
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/default/index, HTTP/1.1, 200, 0.027808
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/static/jquery.js, HTTP/1.1, 200, 0.001797
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/static/calendar.js, HTTP/1.1, 200, 0.001684
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/static/calendar.css, HTTP/1.1, 200, 0.003780
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/static/styles.css, HTTP/1.1, 200, 0.001113
192.168.1.70, 2011-09-20 12:10:39, GET, /admin/static/title.png, HTTP/1.1, 200, 0.000553
192.168.1.70, 2011-09-20 12:10:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000388
192.168.1.70, 2011-09-20 12:10:49, GET, /sonospy/default/index, HTTP/1.1, 200, 0.054404
192.168.1.70, 2011-09-20 12:10:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000397
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/default/index, HTTP/1.1, 200, 0.055529
192.168.1.105, 2011-09-20 12:14:51, GET, /sonospy/static/ContentFlow/contentflow_src.js, HTTP/1.1, 200, 0.000419
